"celltype","injury","time","contrast","n_genes","r","rho","neuronal"
"cLTMR1","SpNT",36,"MINP",8984,-0.0548511232489194,0.022894529664454,TRUE
"cLTMR1","SpNT",36,"SNI",8984,0.443701509007383,0.38602390110246,TRUE
"cLTMR1","SpNT",48,"MINP",8984,-0.0693017009483554,0.00375767685253186,TRUE
"cLTMR1","SpNT",48,"SNI",8984,0.454126341652042,0.380310956843131,TRUE
"cLTMR1","SpNT",72,"MINP",8984,-0.0595883997286973,0.00816638047902987,TRUE
"cLTMR1","SpNT",72,"SNI",8984,0.445541100579219,0.351693713775111,TRUE
"cLTMR1","SpNT",168,"MINP",8984,-0.0509320531624098,-0.00518631574631163,TRUE
"cLTMR1","SpNT",168,"SNI",8984,0.369498337886081,0.271644111381794,TRUE
"cLTMR1","CFA",48,"MINP",8984,0.0209165182044112,0.00109190818271263,TRUE
"cLTMR1","CFA",48,"SNI",8984,-0.0297085679604182,-0.0162556629863782,TRUE
"cLTMR1","Paclitaxel",168,"MINP",8984,-0.0111351820219926,-0.0429027186600673,TRUE
"cLTMR1","Paclitaxel",168,"SNI",8984,0.0537807944946362,0.050661368219781,TRUE
"p_cLTMR2","Crush",6,"MINP",5438,-0.031324260686624,-0.0112469947668304,TRUE
"p_cLTMR2","Crush",6,"SNI",5438,0.0617871904220757,0.0398652447692505,TRUE
"p_cLTMR2","Crush",24,"MINP",5438,-0.050740261293272,0.0320459667907031,TRUE
"p_cLTMR2","Crush",24,"SNI",5438,0.322060124751664,0.222297057207396,TRUE
"p_cLTMR2","Crush",72,"MINP",5438,0.0101895440050349,0.14217634522408,TRUE
"p_cLTMR2","Crush",72,"SNI",5438,0.421373076749484,0.247215277466013,TRUE
"p_cLTMR2","Crush",168,"MINP",5438,-0.0116709115522112,0.116764540611049,TRUE
"p_cLTMR2","Crush",168,"SNI",5438,0.469087409223909,0.284817453803089,TRUE
"p_cLTMR2","Crush",336,"MINP",5438,0.0448680973318373,0.128193646095155,TRUE
"p_cLTMR2","Crush",336,"SNI",5438,0.0937329744186704,0.00368049852426255,TRUE
"p_cLTMR2","Crush",672,"MINP",5438,0.053774131737187,0.146689608810117,TRUE
"p_cLTMR2","Crush",672,"SNI",5438,0.134100575098419,0.0389224279663908,TRUE
"p_cLTMR2","Crush",1440,"MINP",5438,0.0236807293424297,0.0474209051704015,TRUE
"p_cLTMR2","Crush",1440,"SNI",5438,0.00225523696432611,-0.026943234486569,TRUE
"p_cLTMR2","Crush",2160,"MINP",5438,-0.0257323520986604,-0.0287825789620901,TRUE
"p_cLTMR2","Crush",2160,"SNI",5438,0.033060317123147,0.0165623455345603,TRUE
"p_cLTMR2","ScNT",6,"MINP",5438,-0.00135001647101549,0.0173229542017088,TRUE
"p_cLTMR2","ScNT",6,"SNI",5438,0.0266204297190754,-0.00632878866355331,TRUE
"p_cLTMR2","ScNT",12,"MINP",5438,-0.0284235572735499,0.00347126521760741,TRUE
"p_cLTMR2","ScNT",12,"SNI",5438,0.193016303279046,0.152134744260869,TRUE
"p_cLTMR2","ScNT",24,"MINP",5438,-0.0428215051015002,0.00528113297360954,TRUE
"p_cLTMR2","ScNT",24,"SNI",5438,0.158927183178664,0.0774156203272622,TRUE
"p_cLTMR2","ScNT",72,"MINP",5438,0.000273015232674568,0.111896908216223,TRUE
"p_cLTMR2","ScNT",72,"SNI",5438,0.364033161100466,0.231677418020827,TRUE
"p_cLTMR2","ScNT",168,"MINP",5438,-0.00739735949076241,0.123065776613792,TRUE
"p_cLTMR2","ScNT",168,"SNI",5438,0.262294968007817,0.0970058256781671,TRUE
"p_cLTMR2","ScNT",672,"MINP",5438,-0.0364603648734744,-0.0421867830061737,TRUE
"p_cLTMR2","ScNT",672,"SNI",5438,0.108368123207495,0.0815074124674277,TRUE
"p_cLTMR2","ScNT",1440,"MINP",5438,-0.0054208779714123,-0.0103083378599598,TRUE
"p_cLTMR2","ScNT",1440,"SNI",5438,0.0412602568412993,-0.000983440154946808,TRUE
"p_cLTMR2","SpNT",6,"MINP",5438,-0.0340249156525499,-0.0384897393743663,TRUE
"p_cLTMR2","SpNT",6,"SNI",5438,0.134156282841745,0.120552941633718,TRUE
"p_cLTMR2","SpNT",12,"MINP",5438,-0.0911657226602768,-0.0967354187372116,TRUE
"p_cLTMR2","SpNT",12,"SNI",5438,0.253684838322003,0.24177537813716,TRUE
"p_cLTMR2","SpNT",24,"MINP",5438,-0.0619987284016312,-0.0173376868847376,TRUE
"p_cLTMR2","SpNT",24,"SNI",5438,0.309481584198023,0.266867659437265,TRUE
"p_cLTMR2","SpNT",36,"MINP",5438,-0.00251522559919863,0.0851968730277994,TRUE
"p_cLTMR2","SpNT",36,"SNI",5438,0.436057740286307,0.351403744162679,TRUE
"p_cLTMR2","SpNT",48,"MINP",5438,-0.00862201093521266,0.0774641401969794,TRUE
"p_cLTMR2","SpNT",48,"SNI",5438,0.430014442447865,0.342596103170515,TRUE
"p_cLTMR2","SpNT",72,"MINP",5438,-0.0360091974764495,0.0473294955363485,TRUE
"p_cLTMR2","SpNT",72,"SNI",5438,0.360201393137851,0.292577613038509,TRUE
"p_cLTMR2","CFA",48,"MINP",5438,0.0319564213667994,0.0494286095313658,TRUE
"p_cLTMR2","CFA",48,"SNI",5438,-0.00256506096805282,-0.0110343593556108,TRUE
"p_cLTMR2","Paclitaxel",168,"MINP",5438,0.022638869981692,-0.024641866541083,TRUE
"p_cLTMR2","Paclitaxel",168,"SNI",5438,0.0385370067475531,0.020855785245287,TRUE
"SST","Crush",6,"MINP",8422,-0.0356381430507901,-0.0599692470795776,TRUE
"SST","Crush",6,"SNI",8422,0.0364561837102001,0.0674236860369508,TRUE
"SST","Crush",24,"MINP",8422,-0.0502003149926373,-0.0207989601326688,TRUE
"SST","Crush",24,"SNI",8422,0.0720341976810386,0.0592394036725386,TRUE
"SST","Crush",72,"MINP",8422,-0.00262134484921449,0.0828700965952939,TRUE
"SST","Crush",72,"SNI",8422,0.317354781748829,0.152282182523487,TRUE
"SST","Crush",168,"MINP",8422,-0.0299944147463724,0.0613125241460334,TRUE
"SST","Crush",168,"SNI",8422,0.36420758226987,0.194312799241226,TRUE
"SST","Crush",336,"MINP",8422,0.0246904641717605,0.112122423968742,TRUE
"SST","Crush",336,"SNI",8422,0.226684141130313,0.0651589078736118,TRUE
"SST","Crush",672,"MINP",8422,0.0313255061299325,0.116345848958285,TRUE
"SST","Crush",672,"SNI",8422,0.214466247993577,0.0611086279901239,TRUE
"SST","Crush",1440,"MINP",8422,0.0193145377639872,0.0750930327792688,TRUE
"SST","Crush",1440,"SNI",8422,0.0941504265360213,0.00848838520259381,TRUE
"SST","Crush",2160,"MINP",8422,-0.026310974551522,-0.0107075726030613,TRUE
"SST","Crush",2160,"SNI",8422,0.111328381385771,0.0588297185519044,TRUE
"SST","ScNT",6,"MINP",8422,-0.0107982047796864,0.0214238103863254,TRUE
"SST","ScNT",6,"SNI",8422,-0.0173603223714536,-0.0275194131585329,TRUE
"SST","ScNT",12,"MINP",8422,-0.0194089601261814,-0.0150109961362238,TRUE
"SST","ScNT",12,"SNI",8422,0.0301354532667319,0.0389868937002801,TRUE
"SST","ScNT",24,"MINP",8422,-0.0563650664925096,-0.0325567095652703,TRUE
"SST","ScNT",24,"SNI",8422,0.135463588627923,0.101361255390846,TRUE
"SST","ScNT",72,"MINP",8422,-0.0542215589933662,-0.0126867725588284,TRUE
"SST","ScNT",72,"SNI",8422,0.246430615864106,0.165029007979171,TRUE
"SST","ScNT",168,"MINP",8422,-0.0204746193549145,0.0241793477810721,TRUE
"SST","ScNT",168,"SNI",8422,0.228105321309475,0.135457851414999,TRUE
"SST","ScNT",672,"MINP",8422,-0.00619275401780648,0.0537969185598242,TRUE
"SST","ScNT",672,"SNI",8422,0.226569975595573,0.119991204172554,TRUE
"SST","ScNT",1440,"MINP",8422,0.0188705732482954,0.0537073731022942,TRUE
"SST","ScNT",1440,"SNI",8422,0.101950673840308,0.0290109665612432,TRUE
"SST","SpNT",6,"MINP",8422,-0.0508247355346463,-0.0813604554668475,TRUE
"SST","SpNT",6,"SNI",8422,0.114767903949759,0.114740077734072,TRUE
"SST","SpNT",12,"MINP",8422,-0.0789507950968714,-0.114514884556002,TRUE
"SST","SpNT",12,"SNI",8422,0.103178758345949,0.104540121127972,TRUE
"SST","SpNT",24,"MINP",8422,-0.0180750874620502,0.0332717544200167,TRUE
"SST","SpNT",24,"SNI",8422,0.18400047243259,0.124339813975823,TRUE
"SST","SpNT",36,"MINP",8422,-0.0552012322700557,-0.0349672925836985,TRUE
"SST","SpNT",36,"SNI",8422,0.323510412244586,0.279749834422166,TRUE
"SST","SpNT",48,"MINP",8422,-0.0417549013585983,-0.0137315185575168,TRUE
"SST","SpNT",48,"SNI",8422,0.290797256078329,0.235764604426602,TRUE
"SST","SpNT",72,"MINP",8422,-0.0457403580500876,-0.0214410755722481,TRUE
"SST","SpNT",72,"SNI",8422,0.297551658294228,0.232796559521114,TRUE
"SST","CFA",48,"MINP",8422,0.0116440994498846,0.0386442778937156,TRUE
"SST","CFA",48,"SNI",8422,-0.0104929948345088,-0.0301950076661006,TRUE
"SST","Paclitaxel",168,"MINP",8422,0.020269215876049,0.0202122470079918,TRUE
"SST","Paclitaxel",168,"SNI",8422,0.146994574059508,0.102251802060607,TRUE
"Satglia","Crush",6,"MINP",7704,-0.00173974086814665,-0.0190515928410319,FALSE
"Satglia","Crush",6,"SNI",7704,0.0447465504253125,0.0357217136236449,FALSE
"Satglia","Crush",24,"MINP",7704,-0.000756706660437273,0.00293664054038917,FALSE
"Satglia","Crush",24,"SNI",7704,0.207988245225999,0.137169748836147,FALSE
"Satglia","Crush",72,"MINP",7704,-0.00423143618693229,0.0579010657362014,FALSE
"Satglia","Crush",72,"SNI",7704,0.387858991341732,0.171230245375287,FALSE
"Satglia","Crush",168,"MINP",7704,-0.0424460476443692,0.0143471831830469,FALSE
"Satglia","Crush",168,"SNI",7704,0.420594083011399,0.222553734491114,FALSE
"Satglia","Crush",336,"MINP",7704,-0.0155777358005251,0.0234839226902057,FALSE
"Satglia","Crush",336,"SNI",7704,0.188162743323284,0.0685489920775885,FALSE
"Satglia","Crush",672,"MINP",7704,0.0170171930848924,0.0404037136127833,FALSE
"Satglia","Crush",672,"SNI",7704,0.171447199059428,0.0584328852219884,FALSE
"Satglia","Crush",1440,"MINP",7704,-0.0454803161831222,-0.0777543345377145,FALSE
"Satglia","Crush",1440,"SNI",7704,0.0813905488455299,0.0285832394737267,FALSE
"Satglia","Crush",2160,"MINP",7704,-0.0411912975339317,-0.0541640958484347,FALSE
"Satglia","Crush",2160,"SNI",7704,0.0220657109765383,0.0197885369361007,FALSE
"Satglia","ScNT",6,"MINP",7704,0.0529789711001578,0.0481334309616066,FALSE
"Satglia","ScNT",6,"SNI",7704,-0.039731624300362,-0.0370948979203344,FALSE
"Satglia","ScNT",12,"MINP",7704,0.0114811011843777,0.0192879726761401,FALSE
"Satglia","ScNT",12,"SNI",7704,0.0321320418112347,0.0232793770720749,FALSE
"Satglia","ScNT",24,"MINP",7704,0.020027691633215,0.0367597581591303,FALSE
"Satglia","ScNT",24,"SNI",7704,0.0550727512569536,0.0217674058880929,FALSE
"Satglia","ScNT",72,"MINP",7704,0.0113496090933183,0.0457157715338363,FALSE
"Satglia","ScNT",72,"SNI",7704,0.182416868796834,0.0700277375307825,FALSE
"Satglia","ScNT",168,"MINP",7704,-0.0329217060842291,-0.0119850947934866,FALSE
"Satglia","ScNT",168,"SNI",7704,0.21442101032908,0.113294181356592,FALSE
"Satglia","ScNT",672,"MINP",7704,0.0026952401631924,0.00738952628809381,FALSE
"Satglia","ScNT",672,"SNI",7704,0.099473811650332,0.0580794248651602,FALSE
"Satglia","ScNT",1440,"MINP",7704,-0.00501027156697843,-0.00716498354624882,FALSE
"Satglia","ScNT",1440,"SNI",7704,0.0743410233377193,0.0132925071123511,FALSE
"Satglia","SpNT",6,"MINP",7704,-0.0104040659305311,-0.0137423244248549,FALSE
"Satglia","SpNT",6,"SNI",7704,0.067739808330067,0.0370664427694735,FALSE
"Satglia","SpNT",12,"MINP",7704,-0.0202657679861132,-0.0505149559637232,FALSE
"Satglia","SpNT",12,"SNI",7704,0.0945788368122633,0.0936753491567494,FALSE
"Satglia","SpNT",24,"MINP",7704,0.0198685800808086,0.0365570398497438,FALSE
"Satglia","SpNT",24,"SNI",7704,0.189627030021457,0.147941967580436,FALSE
"Satglia","SpNT",36,"MINP",7704,-0.0105025299844588,0.00796278558880487,FALSE
"Satglia","SpNT",36,"SNI",7704,0.304430101253184,0.225732163700659,FALSE
"Satglia","SpNT",48,"MINP",7704,-0.000714430280237886,0.0104649095574199,FALSE
"Satglia","SpNT",48,"SNI",7704,0.224988236893655,0.166010615857655,FALSE
"Satglia","SpNT",72,"MINP",7704,-0.0261571108968676,-0.0204243998115573,FALSE
"Satglia","SpNT",72,"SNI",7704,0.213604998588755,0.148579551756069,FALSE
"Satglia","SpNT",168,"MINP",7704,-0.0113038101493948,-0.0052977437882524,FALSE
"Satglia","SpNT",168,"SNI",7704,0.124913995064506,0.0833619357715977,FALSE
"Satglia","CFA",48,"MINP",7704,0.00222193125190457,-0.00540641464419794,FALSE
"Satglia","CFA",48,"SNI",7704,0.0200368861412225,0.0234497555816862,FALSE
"Satglia","Paclitaxel",168,"MINP",7704,0.00544735679784308,0.000749336457211673,FALSE
"Satglia","Paclitaxel",168,"SNI",7704,0.000682054052869075,0.00983469634158631,FALSE
"Schwann_M","Crush",6,"MINP",8747,0.0199799807739869,0.0235364968697256,FALSE
"Schwann_M","Crush",6,"SNI",8747,-0.0216769890471718,-0.019125241677968,FALSE
"Schwann_M","Crush",24,"MINP",8747,0.0564110081012667,0.071968807790259,FALSE
"Schwann_M","Crush",24,"SNI",8747,0.107141615807127,0.0363636313004999,FALSE
"Schwann_M","Crush",72,"MINP",8747,-0.0367942660968046,-0.00319933265435811,FALSE
"Schwann_M","Crush",72,"SNI",8747,0.321565466198361,0.14967093352012,FALSE
"Schwann_M","Crush",168,"MINP",8747,0.0117181940750777,0.0483152509631497,FALSE
"Schwann_M","Crush",168,"SNI",8747,0.277355885346468,0.133996875675778,FALSE
"Schwann_M","Crush",336,"MINP",8747,-0.0233633586485988,-0.0215733249455895,FALSE
"Schwann_M","Crush",336,"SNI",8747,0.133043402235606,0.0548083616586303,FALSE
"Schwann_M","Crush",672,"MINP",8747,-0.00191482679976754,-0.0236388631416093,FALSE
"Schwann_M","Crush",672,"SNI",8747,0.114345159968457,0.0442346037611943,FALSE
"Schwann_M","Crush",1440,"MINP",8747,0.070331511101845,0.0840947107218418,FALSE
"Schwann_M","Crush",1440,"SNI",8747,-0.0136778249987267,-0.0674041574518778,FALSE
"Schwann_M","Crush",2160,"MINP",8747,0.00553259479436051,-0.036696754998278,FALSE
"Schwann_M","Crush",2160,"SNI",8747,0.0509543908015461,0.0400684601393926,FALSE
"Schwann_M","ScNT",6,"MINP",8747,-0.0158553672307559,-0.0287206677293951,FALSE
"Schwann_M","ScNT",6,"SNI",8747,0.0308617519764639,0.0306960504742198,FALSE
"Schwann_M","ScNT",12,"MINP",8747,-0.0601504950216163,-0.0591511375873366,FALSE
"Schwann_M","ScNT",12,"SNI",8747,0.0356342725481048,0.0500434294059776,FALSE
"Schwann_M","ScNT",24,"MINP",8747,-0.0559812222403786,-0.0765715942656081,FALSE
"Schwann_M","ScNT",24,"SNI",8747,0.0879249096278767,0.0940608191854576,FALSE
"Schwann_M","ScNT",72,"MINP",8747,-0.072174759373689,-0.0609009173168434,FALSE
"Schwann_M","ScNT",72,"SNI",8747,0.189123910421361,0.114420404431141,FALSE
"Schwann_M","ScNT",168,"MINP",8747,-0.104116649730714,-0.0726596103952721,FALSE
"Schwann_M","ScNT",168,"SNI",8747,0.105427697127946,0.0405305403480702,FALSE
"Schwann_M","ScNT",672,"MINP",8747,-0.0921889565205166,-0.0783064708310084,FALSE
"Schwann_M","ScNT",672,"SNI",8747,0.11159377796199,0.0928981647125333,FALSE
"Schwann_M","ScNT",1440,"MINP",8747,0.0748776647438005,0.126224328036846,FALSE
"Schwann_M","ScNT",1440,"SNI",8747,0.0106533781503513,-0.0495279039853552,FALSE
"Schwann_M","SpNT",6,"MINP",8747,-0.0517339826793481,-0.0789040204249023,FALSE
"Schwann_M","SpNT",6,"SNI",8747,0.0564943725559246,0.0618878865238731,FALSE
"Schwann_M","SpNT",12,"MINP",8747,-0.0228066382763042,-0.0472416171483772,FALSE
"Schwann_M","SpNT",12,"SNI",8747,0.0852907156093037,0.0795836211473196,FALSE
"Schwann_M","SpNT",24,"MINP",8747,0.00992136497022221,0.0346031585126439,FALSE
"Schwann_M","SpNT",24,"SNI",8747,0.149842031778246,0.0957223982257788,FALSE
"Schwann_M","SpNT",36,"MINP",8747,0.0795588238806371,0.127988613726442,FALSE
"Schwann_M","SpNT",36,"SNI",8747,0.144534436408108,0.0594117445884541,FALSE
"Schwann_M","SpNT",48,"MINP",8747,0.0530792398083495,0.0785425365865097,FALSE
"Schwann_M","SpNT",48,"SNI",8747,0.175382046007584,0.107528408528438,FALSE
"Schwann_M","SpNT",72,"MINP",8747,-0.056231089510268,-0.0542810402848732,FALSE
"Schwann_M","SpNT",72,"SNI",8747,0.163829729038353,0.114360689267874,FALSE
"Schwann_M","SpNT",168,"MINP",8747,-0.0898402045777717,-0.10761764205431,FALSE
"Schwann_M","SpNT",168,"SNI",8747,0.126612824341316,0.101491892179902,FALSE
"Schwann_M","CFA",48,"MINP",8747,0.0607308067255711,0.0834893132822724,FALSE
"Schwann_M","CFA",48,"SNI",8747,-0.0165992358757056,-0.0447140610098155,FALSE
"Schwann_M","Paclitaxel",168,"MINP",8747,0.0135664523610766,0.0215765622785548,FALSE
"Schwann_M","Paclitaxel",168,"SNI",8747,-0.00110716641937244,-0.0157286510880054,FALSE
"Schwann_N","Crush",6,"MINP",6301,0.0600157453041551,0.0447330072604634,FALSE
"Schwann_N","Crush",6,"SNI",6301,0.00990499460812034,-0.00863751287919565,FALSE
"Schwann_N","Crush",24,"MINP",6301,0.0164991342075291,0.0268188487117035,FALSE
"Schwann_N","Crush",24,"SNI",6301,0.134509934364649,0.0807653439143966,FALSE
"Schwann_N","Crush",72,"MINP",6301,-0.0126839624928256,0.0228788910852342,FALSE
"Schwann_N","Crush",72,"SNI",6301,0.343916946302349,0.155118432812109,FALSE
"Schwann_N","Crush",168,"MINP",6301,-0.0277837411419105,-0.0111626784027381,FALSE
"Schwann_N","Crush",168,"SNI",6301,0.362712557391396,0.210340688248555,FALSE
"Schwann_N","Crush",336,"MINP",6301,0.0107225403489317,0.0137007384199949,FALSE
"Schwann_N","Crush",336,"SNI",6301,0.161608843734797,0.0540003303634743,FALSE
"Schwann_N","Crush",672,"MINP",6301,0.00219611222787722,-0.00936655647777032,FALSE
"Schwann_N","Crush",672,"SNI",6301,0.154672848012443,0.0591940435236635,FALSE
"Schwann_N","Crush",1440,"MINP",6301,0.0102157395364935,-0.00329491961223059,FALSE
"Schwann_N","Crush",1440,"SNI",6301,0.0127794760663508,-0.00754753402872295,FALSE
"Schwann_N","Crush",2160,"MINP",6301,0.0203450885075011,-0.0378695250872242,FALSE
"Schwann_N","Crush",2160,"SNI",6301,0.0155094836670736,0.00166485182057857,FALSE
"Schwann_N","ScNT",6,"MINP",6301,0.00628592463058245,0.0250003920719839,FALSE
"Schwann_N","ScNT",6,"SNI",6301,-0.016932748023849,-0.00912287549699971,FALSE
"Schwann_N","ScNT",12,"MINP",6301,-0.0217009308540647,-0.0181718368674426,FALSE
"Schwann_N","ScNT",12,"SNI",6301,0.0313323499244697,0.0173229161303577,FALSE
"Schwann_N","ScNT",24,"MINP",6301,-0.0186748602354849,-0.0262969710384023,FALSE
"Schwann_N","ScNT",24,"SNI",6301,0.103595411903534,0.095255929358601,FALSE
"Schwann_N","ScNT",72,"MINP",6301,-0.00995341526696175,0.0196407797833649,FALSE
"Schwann_N","ScNT",72,"SNI",6301,0.203378877185322,0.113944870608935,FALSE
"Schwann_N","ScNT",168,"MINP",6301,-0.0731344754554265,-0.0236048190156527,FALSE
"Schwann_N","ScNT",168,"SNI",6301,0.158792582470321,0.0714187720526408,FALSE
"Schwann_N","ScNT",672,"MINP",6301,-0.0285516824951675,-0.0349281470341989,FALSE
"Schwann_N","ScNT",672,"SNI",6301,0.153189452361213,0.0757521113837743,FALSE
"Schwann_N","ScNT",1440,"MINP",6301,0.0653660035190938,0.0491762169430622,FALSE
"Schwann_N","ScNT",1440,"SNI",6301,0.0799378024542451,0.0192414926170347,FALSE
"Schwann_N","SpNT",6,"MINP",6301,0.018972253983546,0.00429432311388891,FALSE
"Schwann_N","SpNT",6,"SNI",6301,0.0632024027879225,0.0543931360116161,FALSE
"Schwann_N","SpNT",12,"MINP",6301,-0.0343079526773298,-0.0460385165092922,FALSE
"Schwann_N","SpNT",12,"SNI",6301,0.0881495418426558,0.0601685551745096,FALSE
"Schwann_N","SpNT",24,"MINP",6301,-0.00211855688079422,-0.00451002233466009,FALSE
"Schwann_N","SpNT",24,"SNI",6301,0.168483960806768,0.145317420959533,FALSE
"Schwann_N","SpNT",36,"MINP",6301,-0.0192122786236008,0.0101815605666306,FALSE
"Schwann_N","SpNT",36,"SNI",6301,0.259758238389476,0.20313544141515,FALSE
"Schwann_N","SpNT",48,"MINP",6301,-0.0203336152637352,-0.0152801936494892,FALSE
"Schwann_N","SpNT",48,"SNI",6301,0.269464979217154,0.18566515975204,FALSE
"Schwann_N","CFA",48,"MINP",6301,-0.0111654627580183,0.00555756708396846,FALSE
"Schwann_N","CFA",48,"SNI",6301,-0.0115105456741796,-0.000589949923343848,FALSE
"Schwann_N","Paclitaxel",168,"MINP",6301,-0.0449803749782229,-0.073643813712612,FALSE
"Schwann_N","Paclitaxel",168,"SNI",6301,-0.00244607356792983,-0.00190102563675672,FALSE
"Fibroblast","Crush",6,"MINP",9274,-0.000739363450982447,-0.0202853747250863,FALSE
"Fibroblast","Crush",6,"SNI",9274,0.0132785668673398,0.00398149949277749,FALSE
"Fibroblast","Crush",24,"MINP",9274,0.00584198225119212,0.000137904445206373,FALSE
"Fibroblast","Crush",24,"SNI",9274,0.122793266833364,0.0669533314017666,FALSE
"Fibroblast","Crush",72,"MINP",9274,0.0135011419273483,0.044926287704318,FALSE
"Fibroblast","Crush",72,"SNI",9274,0.327865891663061,0.181121133380839,FALSE
"Fibroblast","Crush",168,"MINP",9274,-0.0194336620121093,0.00446261585582589,FALSE
"Fibroblast","Crush",168,"SNI",9274,0.323512057387348,0.195239778896468,FALSE
"Fibroblast","Crush",336,"MINP",9274,0.0343982441351977,0.0382207196969846,FALSE
"Fibroblast","Crush",336,"SNI",9274,0.123662594433557,0.0504239667314055,FALSE
"Fibroblast","Crush",672,"MINP",9274,0.0365848749919162,0.0427669973613053,FALSE
"Fibroblast","Crush",672,"SNI",9274,0.127313970148164,0.0547495578111031,FALSE
"Fibroblast","Crush",1440,"MINP",9274,0.021738382887895,-0.0069186000442895,FALSE
"Fibroblast","Crush",1440,"SNI",9274,0.0189854835766536,0.00526715995847143,FALSE
"Fibroblast","Crush",2160,"MINP",9274,0.00714442383701479,-0.0105822758635848,FALSE
"Fibroblast","Crush",2160,"SNI",9274,0.027562846895127,0.0278396061762856,FALSE
"Fibroblast","ScNT",6,"MINP",9274,0.000951029177341222,0.00281288724594517,FALSE
"Fibroblast","ScNT",6,"SNI",9274,-0.00290026391586885,-0.0141830276891828,FALSE
"Fibroblast","ScNT",12,"MINP",9274,-0.0283772293578912,-0.049040655806084,FALSE
"Fibroblast","ScNT",12,"SNI",9274,0.0436748718577841,0.0425938011775746,FALSE
"Fibroblast","ScNT",24,"MINP",9274,-0.0155452584399295,-0.0379572822335878,FALSE
"Fibroblast","ScNT",24,"SNI",9274,0.0634956388592423,0.0663549942068081,FALSE
"Fibroblast","ScNT",72,"MINP",9274,-0.0351705900424257,-0.0111198566747024,FALSE
"Fibroblast","ScNT",72,"SNI",9274,0.189413779571031,0.151837136635056,FALSE
"Fibroblast","ScNT",168,"MINP",9274,-0.0436938527705114,0.00704545776824389,FALSE
"Fibroblast","ScNT",168,"SNI",9274,0.218290107928684,0.105010925541247,FALSE
"Fibroblast","ScNT",672,"MINP",9274,-0.0389978625137894,-0.054180020464751,FALSE
"Fibroblast","ScNT",672,"SNI",9274,0.134986282213581,0.120362902307446,FALSE
"Fibroblast","ScNT",1440,"MINP",9274,0.00413242312224063,-0.00556253322423269,FALSE
"Fibroblast","ScNT",1440,"SNI",9274,0.0235962028939178,0.0113830264351803,FALSE
"Fibroblast","SpNT",6,"MINP",9274,-0.00771909848830181,-0.0368099580756329,FALSE
"Fibroblast","SpNT",6,"SNI",9274,0.0854375140961279,0.0885809784967718,FALSE
"Fibroblast","SpNT",12,"MINP",9274,-0.0229533975076781,-0.0542285679404405,FALSE
"Fibroblast","SpNT",12,"SNI",9274,0.125631383024785,0.117517708385379,FALSE
"Fibroblast","SpNT",24,"MINP",9274,0.0261505443416589,0.0408640612970591,FALSE
"Fibroblast","SpNT",24,"SNI",9274,0.20416198061973,0.141468276792576,FALSE
"Fibroblast","SpNT",36,"MINP",9274,-0.0115870923705419,-0.0191921188940239,FALSE
"Fibroblast","SpNT",36,"SNI",9274,0.207145013978411,0.173707850581311,FALSE
"Fibroblast","SpNT",48,"MINP",9274,0.00274895653509437,-0.00264123955268459,FALSE
"Fibroblast","SpNT",48,"SNI",9274,0.190667809366273,0.15625107171492,FALSE
"Fibroblast","SpNT",72,"MINP",9274,-0.0521364498843694,-0.0404263182952053,FALSE
"Fibroblast","SpNT",72,"SNI",9274,0.238884466436039,0.187633672870069,FALSE
"Fibroblast","SpNT",168,"MINP",9274,-0.0752831176428995,-0.0785920798459269,FALSE
"Fibroblast","SpNT",168,"SNI",9274,0.197603084316747,0.154115682868221,FALSE
"Fibroblast","CFA",48,"MINP",9274,0.0283209402104607,0.00529040924534012,FALSE
"Fibroblast","CFA",48,"SNI",9274,-0.00209908497706258,0.00363389079013756,FALSE
"Fibroblast","Paclitaxel",168,"MINP",9274,-0.0214127586549799,-0.0387318768610286,FALSE
"Fibroblast","Paclitaxel",168,"SNI",9274,0.0357454426310459,0.0572634509332698,FALSE
"Endothelial","Crush",6,"MINP",6465,0.0404963099140341,0.0572913873449007,FALSE
"Endothelial","Crush",6,"SNI",6465,-0.0253632110124146,-0.0404632532505232,FALSE
"Endothelial","Crush",24,"MINP",6465,0.0347637185590556,0.0642529960929394,FALSE
"Endothelial","Crush",24,"SNI",6465,0.0926518944762284,0.0341166282813663,FALSE
"Endothelial","Crush",72,"MINP",6465,-0.0237621234262736,0.0409561759187312,FALSE
"Endothelial","Crush",72,"SNI",6465,0.314098678731251,0.146601138137028,FALSE
"Endothelial","Crush",168,"MINP",6465,-0.0117661645511208,0.0429234994280904,FALSE
"Endothelial","Crush",168,"SNI",6465,0.265936058728586,0.109858763475552,FALSE
"Endothelial","Crush",336,"MINP",6465,0.00349974691733849,0.04004408351772,FALSE
"Endothelial","Crush",336,"SNI",6465,0.108852809862803,0.024632138272571,FALSE
"Endothelial","Crush",672,"MINP",6465,-0.00806856511324035,0.00305366969626439,FALSE
"Endothelial","Crush",672,"SNI",6465,0.144178948218784,0.0669763864418282,FALSE
"Endothelial","Crush",1440,"MINP",6465,0.029316045785802,0.0240592902230794,FALSE
"Endothelial","Crush",1440,"SNI",6465,0.0335063945126459,-0.0195923475669262,FALSE
"Endothelial","Crush",2160,"MINP",6465,0.00352907085252941,-0.0116947105978221,FALSE
"Endothelial","Crush",2160,"SNI",6465,0.0035465489075651,-0.0092253367522009,FALSE
