"celltype","injury","time","contrast","n_genes","r","rho","neuronal"
"Endothelial","ScNT",6,"MINP",6465,-0.0230163865298497,0.000283625429013379,FALSE
"Endothelial","ScNT",6,"SNI",6465,-0.0134344756779916,-0.0169917472374838,FALSE
"Endothelial","ScNT",12,"MINP",6465,0.00765571188241126,0.0227938590634158,FALSE
"Endothelial","ScNT",12,"SNI",6465,0.00726544893020022,0.00055299450534658,FALSE
"Endothelial","ScNT",24,"MINP",6465,0.000162089342474645,0.0265634873122376,FALSE
"Endothelial","ScNT",24,"SNI",6465,0.0810241972289673,0.0595333006796191,FALSE
"Endothelial","ScNT",72,"MINP",6465,-0.0170275772632603,0.0212531674239042,FALSE
"Endothelial","ScNT",72,"SNI",6465,0.20647461551239,0.115458180724581,FALSE
"Endothelial","ScNT",168,"MINP",6465,-0.0613887411657395,-0.0332417637607505,FALSE
"Endothelial","ScNT",168,"SNI",6465,0.196720085833346,0.11678319436248,FALSE
"Endothelial","ScNT",672,"MINP",6465,-0.0429733259496021,0.0185171443179099,FALSE
"Endothelial","ScNT",672,"SNI",6465,0.079162885875627,0.0539684086217024,FALSE
"Endothelial","ScNT",1440,"MINP",6465,0.0137227692771758,0.0329054496330316,FALSE
"Endothelial","ScNT",1440,"SNI",6465,0.0638376524625424,-0.00755214666608375,FALSE
"Endothelial","SpNT",6,"MINP",6465,0.00641858662108129,0.026132553894183,FALSE
"Endothelial","SpNT",6,"SNI",6465,0.0440669860555273,0.0254659237613014,FALSE
"Endothelial","SpNT",12,"MINP",6465,-0.0405491511234495,-0.0498435370054931,FALSE
"Endothelial","SpNT",12,"SNI",6465,0.08623475890798,0.0762547591287079,FALSE
"Endothelial","SpNT",24,"MINP",6465,-0.0133853299174916,0.0206544770357472,FALSE
"Endothelial","SpNT",24,"SNI",6465,0.179782583520502,0.12828144530458,FALSE
"Endothelial","SpNT",36,"MINP",6465,-0.0400819352876328,0.0183377815769875,FALSE
"Endothelial","SpNT",36,"SNI",6465,0.174369625413471,0.118669987707801,FALSE
"Endothelial","SpNT",48,"MINP",6465,-0.00786673723557022,0.0439716651139913,FALSE
"Endothelial","SpNT",48,"SNI",6465,0.1284968765134,0.0666785910895312,FALSE
"Endothelial","SpNT",72,"MINP",6465,-0.0834224677528294,-0.048888083788733,FALSE
"Endothelial","SpNT",72,"SNI",6465,0.220894386085175,0.161818327653329,FALSE
"Endothelial","SpNT",168,"MINP",6465,-0.0708940457689031,-0.0604534368821597,FALSE
"Endothelial","SpNT",168,"SNI",6465,0.19443012289149,0.129308697065062,FALSE
"Endothelial","CFA",48,"MINP",6465,0.0342563725899023,0.0501722781712629,FALSE
"Endothelial","CFA",48,"SNI",6465,-0.00623075554746126,-0.0200693375274004,FALSE
"Endothelial","Paclitaxel",168,"MINP",6465,-0.00961653745443624,-0.00646372226304793,FALSE
"Endothelial","Paclitaxel",168,"SNI",6465,-0.00310352979564345,-0.0203580203267638,FALSE
"Pericyte","Crush",6,"MINP",2372,0.0927841419758275,0.0752191943840787,FALSE
"Pericyte","Crush",6,"SNI",2372,0.0246136529733431,0.0167426489176855,FALSE
"Pericyte","Crush",24,"MINP",2372,0.11779712430039,0.0988631948731474,FALSE
"Pericyte","Crush",24,"SNI",2372,0.0704110348161726,0.0489357198169431,FALSE
"Pericyte","Crush",72,"MINP",2372,0.076110383531851,0.102662263039215,FALSE
"Pericyte","Crush",72,"SNI",2372,0.346986206068948,0.183219180809538,FALSE
"Pericyte","Crush",168,"MINP",2372,0.0602612049108662,0.0823871616331704,FALSE
"Pericyte","Crush",168,"SNI",2372,0.296602950738089,0.153153020934182,FALSE
"Pericyte","Crush",336,"MINP",2372,0.113503133824785,0.103280326112595,FALSE
"Pericyte","Crush",336,"SNI",2372,0.10580134117507,0.0595226345508791,FALSE
"Pericyte","Crush",672,"MINP",2372,0.100557827190913,0.0716010000023482,FALSE
"Pericyte","Crush",672,"SNI",2372,0.145196090210874,0.0809291900065803,FALSE
"Pericyte","Crush",1440,"MINP",2372,0.0183193080846606,0.0782561044531915,FALSE
"Pericyte","Crush",1440,"SNI",2372,-0.0558735093413279,-0.065653834898999,FALSE
"Pericyte","Crush",2160,"MINP",2372,0.102287841810671,0.107368435303497,FALSE
"Pericyte","Crush",2160,"SNI",2372,0.0408329676097713,0.0441221326125977,FALSE
"Pericyte","ScNT",6,"MINP",2372,0.049452175097813,0.0177981953630562,FALSE
"Pericyte","ScNT",6,"SNI",2372,0.0161079988010661,0.0668908264828552,FALSE
"Pericyte","ScNT",12,"MINP",2372,-0.0872494404812339,-0.029223639801205,FALSE
"Pericyte","ScNT",12,"SNI",2372,0.014822435880567,0.0259574922887349,FALSE
"Pericyte","ScNT",24,"MINP",2372,0.0482949878894233,0.0498683537874452,FALSE
"Pericyte","ScNT",24,"SNI",2372,0.0532635742435188,0.0395143229194299,FALSE
"Pericyte","ScNT",72,"MINP",2372,-0.106495146449514,0.0154633752748955,FALSE
"Pericyte","ScNT",72,"SNI",2372,0.0789067896025561,0.0816958726386201,FALSE
"Pericyte","ScNT",168,"MINP",2372,0.0156577258207491,0.0489458595579445,FALSE
"Pericyte","ScNT",168,"SNI",2372,0.2450349048458,0.126464099396616,FALSE
"Pericyte","ScNT",672,"MINP",2372,0.0433988253040399,0.0485058610050742,FALSE
"Pericyte","ScNT",672,"SNI",2372,0.12986300321701,0.0926977420403273,FALSE
"Pericyte","ScNT",1440,"MINP",2372,0.0868169976666886,0.0698719361769223,FALSE
"Pericyte","ScNT",1440,"SNI",2372,2.13124935943694e-05,0.000758433178273061,FALSE
"Pericyte","SpNT",6,"MINP",2372,0.0516609218655296,0.041847694148259,FALSE
"Pericyte","SpNT",6,"SNI",2372,0.0254833628187426,-0.00212843921811297,FALSE
"Pericyte","SpNT",36,"MINP",2372,0.0184535829445013,0.0280104853157456,FALSE
"Pericyte","SpNT",36,"SNI",2372,0.310570172503054,0.243503201072493,FALSE
"Pericyte","SpNT",48,"MINP",2372,-0.00826754759883958,0.00517125621088828,FALSE
"Pericyte","SpNT",48,"SNI",2372,0.11513640582108,0.064225627412897,FALSE
"Pericyte","SpNT",72,"MINP",2372,-0.1440003051097,-0.00888031886628612,FALSE
"Pericyte","SpNT",72,"SNI",2372,-0.0223552792623887,-0.0476737746671929,FALSE
"Macrophage","Crush",6,"MINP",4147,0.0211445891171545,-0.010431485032866,FALSE
"Macrophage","Crush",6,"SNI",4147,0.0157918562659999,0.0268641437012033,FALSE
"Macrophage","Crush",24,"MINP",4147,0.0307102672319215,-0.0059550712959639,FALSE
"Macrophage","Crush",24,"SNI",4147,0.0944744268838556,0.0839923314001166,FALSE
"Macrophage","Crush",72,"MINP",4147,0.0374504946513502,0.0309000743312684,FALSE
"Macrophage","Crush",72,"SNI",4147,0.23496709228876,0.146683211645178,FALSE
"Macrophage","Crush",168,"MINP",4147,-0.0118854004160361,-0.0289072098298396,FALSE
"Macrophage","Crush",168,"SNI",4147,0.228108446378762,0.158151823310134,FALSE
"Macrophage","Crush",336,"MINP",4147,0.0477315832954534,0.016051732076802,FALSE
"Macrophage","Crush",336,"SNI",4147,0.0933653366413078,0.0726135176287102,FALSE
"Macrophage","Crush",672,"MINP",4147,0.0424231160138236,0.0193272740336151,FALSE
"Macrophage","Crush",672,"SNI",4147,0.0921616164334239,0.0581736105167045,FALSE
"Macrophage","Crush",1440,"MINP",4147,0.032737120381073,-0.0131725154765816,FALSE
"Macrophage","Crush",1440,"SNI",4147,0.0314454893369974,0.0256698045221389,FALSE
"Macrophage","Crush",2160,"MINP",4147,0.0339138755189978,-0.0104730211044283,FALSE
"Macrophage","Crush",2160,"SNI",4147,0.0193262841493143,0.0534114093006667,FALSE
"Macrophage","ScNT",12,"MINP",4147,-0.00973800371092902,-0.0285672791511209,FALSE
"Macrophage","ScNT",12,"SNI",4147,0.0509497242080279,0.0624299599992181,FALSE
"Macrophage","ScNT",24,"MINP",4147,0.0246577439665388,0.0151155574525787,FALSE
"Macrophage","ScNT",24,"SNI",4147,0.0471106339559934,0.0356434790601437,FALSE
"Macrophage","ScNT",72,"MINP",4147,-0.00310509969541937,-0.0106433081661556,FALSE
"Macrophage","ScNT",72,"SNI",4147,0.201469608210235,0.140176251387931,FALSE
"Macrophage","ScNT",168,"MINP",4147,-0.0503171694587507,-0.0235903399725698,FALSE
"Macrophage","ScNT",168,"SNI",4147,0.223683293207382,0.126522519379062,FALSE
"Macrophage","ScNT",672,"MINP",4147,0.029809537860995,0.0292803174728749,FALSE
"Macrophage","ScNT",672,"SNI",4147,0.102007671575011,0.0762814417697296,FALSE
"Macrophage","ScNT",1440,"MINP",4147,0.0382141792319224,0.0479653775349528,FALSE
"Macrophage","ScNT",1440,"SNI",4147,0.0661240828194556,0.0245606330645058,FALSE
"Macrophage","SpNT",6,"MINP",4147,0.00781430334822878,-0.00266157111203129,FALSE
"Macrophage","SpNT",6,"SNI",4147,0.00967058248502072,0.025639148593711,FALSE
"Macrophage","SpNT",12,"MINP",4147,-0.0283130357328169,-0.0567086395462337,FALSE
"Macrophage","SpNT",12,"SNI",4147,0.10925481255965,0.117665347832804,FALSE
"Macrophage","SpNT",24,"MINP",4147,-0.0012273397145947,-0.00517539487276344,FALSE
"Macrophage","SpNT",24,"SNI",4147,0.202725898194187,0.172064075863193,FALSE
"Macrophage","SpNT",36,"MINP",4147,0.0294907105011197,0.00967157461059623,FALSE
"Macrophage","SpNT",36,"SNI",4147,0.231135401712535,0.218032609082203,FALSE
"Macrophage","SpNT",48,"MINP",4147,-0.0266632715203371,-0.0714060553820633,FALSE
"Macrophage","SpNT",48,"SNI",4147,0.221385258346637,0.218521010986804,FALSE
"Macrophage","SpNT",72,"MINP",4147,-0.010271185524637,-0.0441972371696211,FALSE
"Macrophage","SpNT",72,"SNI",4147,0.29429022212965,0.258371538212739,FALSE
"Macrophage","SpNT",168,"MINP",4147,-0.0425860405370547,-0.0709762122355524,FALSE
"Macrophage","SpNT",168,"SNI",4147,0.266009970298289,0.205301024829854,FALSE
"Macrophage","CFA",48,"MINP",4147,-0.00982802408752416,0.0051610411776148,FALSE
"Macrophage","CFA",48,"SNI",4147,0.00851794450933532,0.0128191613080617,FALSE
"B cell","Crush",72,"MINP",1170,0.0138477647386607,0.078465801400266,FALSE
"B cell","Crush",72,"SNI",1170,0.298055072986964,0.175467375964028,FALSE
"B cell","Crush",168,"MINP",1170,-0.0167385760262834,0.0815455218693252,FALSE
"B cell","Crush",168,"SNI",1170,0.246899067414427,0.150787225189876,FALSE
"B cell","Crush",336,"MINP",1170,0.0445669944935021,0.103673699933908,FALSE
"B cell","Crush",336,"SNI",1170,0.0851801702157562,0.0602743732096661,FALSE
"B cell","Crush",672,"MINP",1170,0.037992871942574,0.102309234954235,FALSE
"B cell","Crush",672,"SNI",1170,0.101281703442783,0.0293919030219741,FALSE
"B cell","Crush",1440,"MINP",1170,0.117657479330168,0.125778528230694,FALSE
"B cell","Crush",1440,"SNI",1170,-0.0570733621241643,-0.0964224852262181,FALSE
"B cell","ScNT",168,"MINP",1170,-0.0657034597608571,0.0277513978643309,FALSE
"B cell","ScNT",168,"SNI",1170,0.229859245664076,0.096838664227865,FALSE
"Neutrophil","Crush",72,"MINP",1581,0.0929029899904947,0.124134025060696,FALSE
"Neutrophil","Crush",72,"SNI",1581,0.259294636177981,0.093405005145752,FALSE
"Neutrophil","Crush",168,"MINP",1581,0.0782082707640147,0.117845912054826,FALSE
"Neutrophil","Crush",168,"SNI",1581,0.262259014560152,0.159417084969603,FALSE
"Neutrophil","Crush",336,"MINP",1581,0.111214381419929,0.0787102344432595,FALSE
"Neutrophil","Crush",336,"SNI",1581,0.0842365460330516,0.0567051962787126,FALSE
"Neutrophil","Crush",672,"MINP",1581,0.151797745956948,0.147693429180997,FALSE
"Neutrophil","Crush",672,"SNI",1581,0.116234764878364,0.0128284481791172,FALSE
"Neutrophil","Crush",1440,"MINP",1581,0.00546779385577662,0.0366834387350577,FALSE
"Neutrophil","Crush",1440,"SNI",1581,0.00128248264036359,-0.0182206512950298,FALSE
"Neutrophil","ScNT",168,"MINP",1581,0.0200499665886951,0.0714613970722019,FALSE
"Neutrophil","ScNT",168,"SNI",1581,0.189931679175518,0.020313639013485,FALSE
"Neutrophil","SpNT",48,"MINP",1581,-0.118615080493104,-0.120168434950166,FALSE
"Neutrophil","SpNT",48,"SNI",1581,0.325398523798478,0.324176563184125,FALSE
